filter_company,date,filter_employee_title,filter_city,filter_country,employee_status,review_title,weight,metric_rating_overall,metric_rating_balance,metric_rating_culture,metric_rating_career,metric_rating_comp,metric_rating_mgmt,review_title_knowledge,review_title_power,review_title_respect,review_title_trust,review_title_social_support,review_title_romance,review_title_similarity,review_title_identity,metric_review_title_fun,review_title_conflict,pros_knowledge,pros_power,pros_respect,pros_trust,pros_social_support,pros_romance,pros_similarity,pros_identity,pros_fun,pros_conflict,cons_knowledge,cons_power,cons_respect,cons_trust,cons_social_support,cons_romance,cons_similarity,cons_identity,cons_fun,cons_conflict
huawei,2017-12,Technical Project Lead,Bangalore,India,Former Employee,Not good for working more than three years,5,3,2,3,3,3,3,0.5474271178,0.4011814892,0.5236881375,0.6723951101,0.5742897391,0.04971866682,0.4848471284,0.3996258378,0.5150390863,0.2266062796,0.994997263,0.2045231909,0.09750247747,5.79E-07,0.8049354553,0.0004815987777,0.003903304692,0.2980068922,0.009265120141,0.0007818766753,0.9953996539,0.9768361449,0.04888052866,5.73E-07,0.001127113355,0.000280217384,0.003995939158,0.2526262403,0.1001495048,0.0009010997601
huawei,2017-12,,"Nanjing, Jiangsu",China,"Software Engineer in Nanjing, Jiangsu",software engineer,5,5,4,4,4,4,4,0.5827519894,0.5729940534,0.4455895424,0.4836493134,0.46462515,0.2821212411,0.4767777622,0.4914045632,0.5344581604,0.4188531339,0.6973876357,0.5664380789,0.2499289662,0.4390899539,0.3576596975,0.0006656972691,0.4262185991,0.5485153794,0.05271767825,0.175486967,0.6122502089,0.3311278522,0.1737588644,0.07841864228,0.8108996153,0.001824171864,0.1381422728,0.3414455354,0.06058743224,0.03063705564
huawei,2017-12,Assistant Manager,Mumbai,India,Current Employee,Assistant manager SCM,5,2,1,2,2,3,1,0.517239213,0.5608360171,0.4591742158,0.4995348155,0.4519432783,0.3718943894,0.4816669226,0.4720431566,0.4391829669,0.386796236,0.9695793986,0.0369399637,0.1181866154,9.69E-06,0.09472561628,9.02E-05,0.5986786485,0.5286834836,0.05983492732,0.023807941,0.9315057397,0.9129394293,0.05412426591,5.73E-07,0.6346688271,0.0001167668161,0.006443979684,0.371460706,0.03642500937,0.05275831372
huawei,2017-12,,,,Current Employee,Views,3,4,,,,,,0.509763062,0.5005546808,0.495372951,0.4872247577,0.473519057,0.4428111911,0.4953623116,0.5066860914,0.4705113173,0.542348206,0.7866069078,0.3530234993,0.5244556069,0.5645491481,0.4858874679,3.04E-05,0.2085081637,0.3737065196,0.08782286942,0.06023006141,0.6317273974,0.632743299,0.3953959346,0.4812514186,0.3908998072,0.1104259714,0.466720283,0.4934207201,0.303009063,0.4337345362
huawei,2017-12,Procurement Specialist,"Dar es Salaam, Dar es Salaam",,Former Employee,very good,3,4,4,4,4,4,4,0.4441086352,0.4734905064,0.5816520452,0.5330643654,0.5578952432,0.523886919,0.5266566277,0.5090154409,0.6381898522,0.3253432214,0.47269243,0.4261004925,0.672274828,0.6105297804,0.6450607181,0.3087120354,0.5217058659,0.4826500714,0.4549583793,0.09434398264,0.6604919434,0.3496780396,0.3565613329,0.5590988398,0.5747225881,0.121413663,0.3920114338,0.385199219,0.2196358442,0.3000755906
huawei,2017-12,Project Manager,,,Former Employee,High pressure and high income,3,3,1,3,5,3,3,0.6107893586,0.5314142108,0.4153659642,0.4653639495,0.5002557039,0.07005312294,0.4646737278,0.4790140986,0.425683856,0.3656471074,0.5316255093,0.3174763322,0.5937035084,0.6566949487,0.5866034031,0.02506871521,0.4493226707,0.381618619,0.4782757759,0.1927180439,0.5294166803,0.3014612198,0.5341231227,0.5865935683,0.6079849601,0.05489012226,0.4989892542,0.4531936944,0.4846888185,0.3485958576
huawei,2018-1,Project Manager,Ankara,Turkey,Former Employee,Huawei,3,1,1,1,1,,,0.5428692698,0.5292906165,0.4897791445,0.4968835711,0.4549642801,0.4048835039,0.4668749869,0.4869878292,0.4217897356,0.5187325478,0.6418468952,0.6634023786,0.5365034938,0.5658368468,0.4466742575,0.1580160409,0.4832223058,0.4874833822,0.314266175,0.2129458487,0.7698261738,0.7926995754,0.2126104236,2.05E-06,0.09617358446,0.004019602202,0.5239334702,0.4668495059,0.3077924848,0.7222777009
huawei,2017-12,Telecommunications Specialist,Antalya,,Current Employee,GOOD,3,4,4,4,4,5,4,0.4932138622,0.5072872043,0.5243846774,0.4967859983,0.4987133443,0.4894862473,0.4716530442,0.4863263369,0.4992693067,0.4588930905,0.6938408017,0.6659244299,0.507594049,0.7291199565,0.5953779817,0.03203390539,0.3215075135,0.3112572432,0.3544511497,0.05517485738,0.3574154079,0.3665976524,0.523139596,0.3469646573,0.5364205837,0.0884744525,0.4320299923,0.4513821006,0.4694135487,0.4031028748
huawei,2017-12,,,,Current Employee,Culture,3,2,1,1,2,3,1,0.5195472836,0.5068829656,0.4822686613,0.4895246029,0.4749616981,0.462646842,0.4669379294,0.5570149422,0.4120192528,0.5509787202,0.5693612695,0.1402546614,0.7874850631,0.9157561064,0.8802064061,2.67E-05,0.310415417,0.2650139928,0.1481172144,0.02769671194,0.515188992,0.3908823729,0.3980010152,0.4170861244,0.3308224976,0.06385633349,0.4863234162,0.5945826173,0.3260847926,0.7561925054
huawei,2017-12,,,,Current Employee,Sales Solution Executive,3,4,3,3,3,3,3,0.5822989345,0.6141999364,0.440079093,0.4929259419,0.4011719525,0.2142428309,0.4790794849,0.4757734537,0.5303127766,0.391427964,0.7586001754,0.6260124445,0.2544245422,0.5251654983,0.4063307047,0.000281929737,0.3413888514,0.5300477743,0.06261628121,0.3015810847,0.5580104589,0.5497279763,0.4305094779,0.4624173641,0.4307340682,0.08432091773,0.4924288392,0.5089147687,0.419447273,0.3769255579
huawei,2017-12,Wireless Network Engineer,"Pretoria, Gauteng",,Current Employee,Wireless engineer,3,4,,,,,,0.5493394732,0.5778003931,0.4853455126,0.4862003922,0.4621286392,0.3040957749,0.4812895358,0.4685531259,0.535586834,0.4313052595,0.5451921821,0.550714314,0.5048902035,0.5542388558,0.5550405979,0.08842662722,0.4789367616,0.4585716426,0.5044798255,0.2856286466,0.5384355187,0.6425402164,0.3618742824,0.4422191083,0.4405445457,0.144699946,0.4356773198,0.4462587535,0.3505310118,0.6186782718
huawei,2018-1,,,,Current Employee,"Great place for growth, but hard to communicate",3,1,3,1,4,4,1,0.6131213903,0.4073915184,0.6498870254,0.7803108692,0.4971340299,0.005974453874,0.4384535849,0.4350393414,0.302660197,0.07268325984,0.9937843084,0.7132079005,0.05023329705,6.04E-07,0.06685781479,0.001733262092,0.02095935307,0.3727968037,0.01224860549,0.003744979389,0.9952304959,0.9370818734,0.05346114933,5.73E-07,0.01184955798,0.0004527133424,0.004113315139,0.3322874606,0.1269915551,0.0009092980763
huawei,2018-1,Senior Engineer,Warsaw,Poland,Current Employee,Only for experienced experts,3,1,2,1,1,3,2,0.5779728889,0.5611886978,0.563736856,0.4948990941,0.4871533215,0.2568436563,0.4850412011,0.4229241908,0.4674796462,0.3295956254,0.9955055714,0.9820362926,0.05373877287,8.04E-07,0.0008130055503,0.0001233548101,0.004123439547,0.2882898152,0.01359610911,0.002582567977,0.9937282801,0.09682902694,0.04677528888,5.71E-07,0.1048668176,0.00259131589,0.004224703647,0.3038759828,0.0535052307,0.1087729037
huawei,2017-12,Data Entry,Cairo,Egypt,Current Employee,data entry,4,3,5,3,5,5,1,0.583673656,0.5346267223,0.4553406537,0.4845571518,0.4348606169,0.3246841431,0.4758961499,0.4936865866,0.4101801813,0.4449799955,0.6237483025,0.3153716028,0.5979752541,0.9163289666,0.8364846706,0.0164347589,0.245043695,0.3145422637,0.369720608,0.01444821246,0.6836850643,0.8049429059,0.1018552557,0.6705556512,0.413944751,0.02303325571,0.4141535759,0.3454478979,0.5177637339,0.3708368242
huawei,2017-11," Technical Support Engineer, Project Manager, Senior Engineer A","Shenzhen, Guangdong",China,Former Employee,"Project Manager, Senior Engineer A",4,5,4,5,4,5,5,0.6098370552,0.527533412,0.454367131,0.3769531548,0.4835513532,0.2014526576,0.4284604192,0.4411484897,0.7611243725,0.2060628533,0.4829249978,0.4858108163,0.3187459707,0.1294561774,0.7244777083,0.007711062208,0.1771492362,0.3817287385,0.04062371701,0.148965925,0.6190721393,0.6615012884,0.345120281,0.5007491708,0.597233355,0.2088973671,0.2943086922,0.3745023906,0.0676368475,0.1057491899
huawei,2018-1,Field Technician,Düsseldorf,Germany,Current Employee,good huawei,4,1,5,1,5,5,5,0.4768284261,0.4187243581,0.5263772607,0.5240057707,0.5518687963,0.2527029216,0.5005921721,0.4758966863,0.3564251959,0.4508091509,0.5838074088,0.3580898643,0.4402034283,0.756981194,0.700859189,0.02698871493,0.4543767869,0.4637868404,0.2616002262,0.2711803913,0.4750273526,0.4407550097,0.3910937905,0.5823009014,0.5111395121,0.2465548962,0.4281716943,0.5081999302,0.5962718129,0.2969202101
huawei,2017-12,Account Manager,,,Former Employee,Account Executive,4,2,4,1,1,4,1,0.5333223343,0.5821512341,0.4555696547,0.5030995607,0.4618825912,0.3144972026,0.4691300392,0.5018037558,0.4135111868,0.4584496021,0.9937052131,0.941953361,0.0816315189,0.3530876935,0.04070311785,0.0002152480301,0.01460708771,0.5761914849,0.02530334704,0.05235734954,0.9951199889,0.978122592,0.08948671073,8.43E-07,0.001195226912,0.0004936840269,0.004234610591,0.4128281176,0.01909206435,0.247689411
huawei,2017-12,Wireless Network Analyst,Tripoli,,Current Employee,Wireless network engineer,4,3,1,1,1,1,1,0.5903356075,0.6041439176,0.4625617862,0.4954797626,0.4453976154,0.114061065,0.4667865634,0.4661149979,0.4425505698,0.4022912681,0.6409556866,0.5579452515,0.4650883973,0.5516976714,0.4420883954,0.06188267097,0.5108456612,0.3961196244,0.5905202031,0.1843486875,0.4310427904,0.5163001418,0.4640206397,0.4379551113,0.5310908556,0.1225339547,0.4480054379,0.4469566345,0.4847057164,0.5176306367
huawei,2017-12,,,,Current Employee,review,4,3,,,,,,0.5120579004,0.5261361003,0.506169796,0.4944173992,0.4864037037,0.482826978,0.4845183194,0.4802038372,0.4729105234,0.5105314851,0.5367097855,0.5031494498,0.5227757692,0.5381556749,0.5124027729,0.08490402251,0.5258842111,0.4962049127,0.4669125676,0.2067216188,0.4569537044,0.4305603504,0.5051227808,0.6776073575,0.6988939047,0.4972608685,0.3943037093,0.3628207743,0.4766654968,0.1525705904
huawei,2017-12,Sales Executive,Boulogne-Billancourt,France,Current Employee,huawei france,5,2,1,3,1,3,1,0.5103756785,0.4593023062,0.4807691872,0.4772666097,0.4620561004,0.4284274578,0.4528394341,0.5142480135,0.4655357003,0.4845146239,0.9865418673,0.0420553647,0.07179289311,0.03693307564,0.0153849842,0.0001094958425,0.2453651577,0.4062110782,0.03668837622,0.01655622013,0.9762316346,0.02937581949,0.08768296987,8.16E-07,0.008927726187,0.05184191465,0.01110829692,0.4137654006,0.360658884,0.04974837601
huawei,2017-11,,,,,Software engineer,5,5,3,4,4,4,4,0.5647601485,0.5933546424,0.4455895424,0.4824988842,0.4722436666,0.288407594,0.4806336164,0.4914045632,0.5462551713,0.4188531339,0.9909068346,0.1080079973,0.1405749023,6.52E-07,0.003583459649,3.09E-05,0.6204351783,0.4495956004,0.0501957871,0.03433454782,0.8783293366,0.1073326245,0.2259049565,0.1086380184,0.5432841182,0.02316441014,0.753754735,0.3541141748,0.3501125872,0.003504600842
huawei,2017-12,,,,Former Employee,Good Knowledge gaining wise,5,3,2,3,4,1,2,0.5590477586,0.5045580268,0.5863401294,0.5788593888,0.5004612803,0.02347753756,0.5062496662,0.4312595427,0.4934945107,0.3061749339,0.9880307317,0.9314137101,0.2326774448,8.41E-07,0.4999679327,0.01531732641,0.01040185802,0.2929287851,0.313162148,0.006623940077,0.5590032935,0.5810770988,0.4222957492,0.3410850167,0.4396605492,0.3211918771,0.4717782438,0.4815845191,0.4210620224,0.3728168011
huawei,2017-12,Senior Software Engineer,Tashkent,,Former Employee,Telecommunications company,3,3,3,3,2,3,2,0.5572121143,0.5918018818,0.4844595492,0.4883617759,0.4277035892,0.3153638244,0.4711446464,0.5009518266,0.4817656875,0.4476746917,0.9378752112,0.6895985007,0.126938656,0.9139854908,0.06468397379,1.87E-05,0.6018531919,0.5520684123,0.07281132787,0.05834501237,0.4253396392,0.3383876979,0.6285570264,0.6537595391,0.6356877685,0.09051845968,0.4383318722,0.4992583692,0.8144991994,0.04338670149
huawei,2017-12,,,,,Senior software engineer,3,3,1,1,3,2,1,0.5981355309,0.5783759952,0.4498080015,0.476573348,0.4803035557,0.2155137509,0.4639924169,0.4810082018,0.5978659987,0.3712934256,0.6970617175,0.2210692912,0.539873302,0.831930995,0.7471175194,0.01200600434,0.5195461512,0.4217869341,0.3654734194,0.1121521294,0.5179931521,0.4087880552,0.4789854884,0.6028072834,0.6117387414,0.01469347533,0.4512003064,0.4014219046,0.5752304196,0.1132010743
huawei,2017-11,Engineer,,,Former Employee,Good workplace,3,5,5,3,3,3,3,0.4797779322,0.5057924986,0.5239139795,0.5111156106,0.5246763825,0.2242937088,0.4987345338,0.5043665767,0.6043570638,0.4783619642,0.5523598194,0.4364071488,0.6091263294,0.3596990108,0.5993619561,0.07250218838,0.4499994814,0.3918294907,0.5905736089,0.2065589726,0.5481799245,0.3692268431,0.3548206091,0.3591600358,0.3316292763,0.0229931213,0.4338546693,0.5210919976,0.4760099947,0.5468786955
huawei,2017-11,,,,Former Employee,good software development company,4,4,,,,,,0.5913190246,0.5471914411,0.459022969,0.5831672549,0.5194983482,0.08810506016,0.4939948618,0.4961817861,0.4419775307,0.266394496,0.5946680903,0.4677551091,0.4844881594,0.8150359392,0.6641504169,0.003074858105,0.3847520351,0.4834789932,0.4710349143,0.1070754752,0.604694128,0.6221071482,0.3601687849,0.1759511232,0.4103418887,0.0870436281,0.3455849588,0.4532510042,0.3081780076,0.3756480813
huawei,2017-11,Technical Trainer,Kuala Lumpur,Malaysia,Former Employee,Training department in huawei,5,4,3,3,4,5,4,0.6484568715,0.6277305484,0.4421845078,0.4874615073,0.4776979387,0.07235681266,0.4762364626,0.4801062346,0.2097779214,0.4410000741,0.9740723968,0.4844066203,0.1809886098,8.67E-07,0.1142614931,0.01563481055,0.01351332664,0.3364753127,0.2777090967,0.0839875862,0.9727395177,0.8945893049,0.1527024955,0.7912974954,0.08406175673,0.008011713624,0.07653839886,0.4738528132,0.2548964024,0.2269140184
huawei,2017-12,Principal Software Architect,"Boston, MA",United States,Current Employee,Thieves of Intellectual Property,5,1,1,1,1,3,1,0.557907939,0.4494137168,0.4243164361,0.4547505081,0.3150041401,0.1480472237,0.4177391529,0.502802968,0.5617443919,0.6752036214,0.9837325215,0.02579719201,0.1157694757,5.72E-07,0.05758332461,0.03656511754,0.005811721552,0.387519747,0.4905125797,0.002234339947,0.9953861833,0.1237427369,0.04109534249,8.10E-07,0.0007540006773,0.0006934257108,0.004058163613,0.3731252551,0.1151153967,0.938688755
huawei,2017-12,Software Engineer,,,Current Employee,Quite Challenging. Puts you incharge and makes the go to person for every business field,3,3,3,3,4,3,3,0.8050920963,0.3002271056,0.1835116893,0.001452680212,0.1934105903,0.009831160307,0.2034461647,0.2701196671,0.3177725673,0.08630236238,0.6437790394,0.7434378862,0.1416005641,0.9210040569,0.5780851841,0.07997909933,0.04615887627,0.2846551239,0.308552146,0.1121393219,0.7222929597,0.3486595452,0.2153269649,0.7504701018,0.2754915953,0.003450891934,0.2794279158,0.5422783494,0.3757060766,0.4003256559
huawei,2017-12,,,,Former Employee,Software Engineer,3,3,1,3,3,3,1,0.5592759252,0.5870733857,0.4455895424,0.4830094576,0.4841565192,0.2878818512,0.4683680236,0.4914045632,0.5913158655,0.4188531339,0.7032002211,0.688914299,0.3446449339,0.2530581057,0.3166853189,0.03948395699,0.3826899529,0.4962382615,0.332077682,0.3443873525,0.6843430996,0.6600980759,0.3241808712,0.3789399862,0.6450161338,0.03162753582,0.4634306431,0.415351361,0.276055187,0.07827374339
huawei,2017-12,Project Manager,Muscat,Oman,Current Employee,Progressive Company,4,3,1,3,2,4,2,0.5310491323,0.5569185019,0.4730451405,0.4863349199,0.4445429742,0.1929098219,0.4887260795,0.5155441165,0.3792567253,0.4604644179,0.9861263633,0.9489913583,0.1009630114,8.43E-07,0.4009386301,0.01782750152,0.008452266455,0.3360056281,0.3408377767,0.1320042908,0.5187875032,0.3010521829,0.4423954189,0.4905762076,0.3746236861,0.4852403402,0.5871138573,0.5557742715,0.5475437045,0.2516269088
huawei,2017-11,,,,Former Employee,It was great Sales's school,5,4,3,4,3,5,3,0.4346468747,0.2561714053,0.5127962828,0.5900035501,0.5358531475,0.2137138247,0.5382192731,0.472376734,0.7447272539,0.2946735322,0.8202761412,0.06278053671,0.3617732227,0.8557306528,0.1564325243,0.0002481669071,0.4479918182,0.4797504842,0.1110718101,0.08608963341,0.8473467827,0.01413405593,0.1012616158,0.7362617254,0.3102692664,0.0001202006461,0.575969398,0.6472816467,0.3328031003,0.06912035495
huawei,2017-11,RAN Engineer,Kuala Lumpur,Malaysia,Former Employee,Wireless RAN Engineer,5,5,5,5,5,5,5,0.5700363517,0.5712091923,0.4587700069,0.4979414344,0.4260640442,0.1050183177,0.4574787319,0.4408175349,0.5432757735,0.4086258411,0.8464435935,0.1079182923,0.5663702488,0.939442277,0.8007068038,0.001355188084,0.4790419042,0.3962831497,0.3286088705,0.01345129311,0.7372855544,0.1141865775,0.2111267447,0.000222018658,0.71288234,0.0003600871132,0.2948513329,0.4523105323,0.01648898795,0.3562819362
huawei,2017-12,,,,Current Employee,Engineer,3,1,1,1,1,1,1,0.516710043,0.5413933992,0.4895143807,0.4847438037,0.4946960211,0.511800766,0.4832666218,0.4830403328,0.5829886794,0.4571699202,0.8828268051,0.8753008842,0.1343124211,9.15E-07,0.0827582255,0.004444461782,0.2763360739,0.5034848452,0.379034698,0.3878528178,0.9494212866,0.5327489972,0.1242969483,0.7465279698,0.08059301972,0.01313535031,0.1852364093,0.4637123346,0.231264323,0.562840879
huawei,2017-11,,,,Current Employee,Solution Architect,3,4,2,2,3,4,1,0.5563659668,0.5648885965,0.4635930061,0.4835858047,0.4524300992,0.3355589509,0.4922435582,0.4872148037,0.4021441638,0.4064780474,0.942477107,0.2644976079,0.1936820596,8.70E-07,0.06903208792,0.01046997588,0.1660694629,0.3990552425,0.4217608869,0.0272024665,0.9881461859,0.03457266837,0.08205042034,8.45E-07,0.02717694454,0.02752646059,0.007978244685,0.3441272378,0.5712856054,0.03179110214
huawei,2017-11,Chief Financial Officer,Kuala Lumpur,Malaysia,Former Employee,General,4,4,2,3,3,4,3,0.5135996938,0.5383454561,0.4966926277,0.4934043884,0.4675088823,0.4101726413,0.4788750708,0.4982694983,0.4836211503,0.5049156547,0.6047809124,0.4684790373,0.6744419932,0.547725141,0.5134461522,0.1783449948,0.4058807194,0.4878756404,0.2194628567,0.157674253,0.5310433507,0.5738192797,0.4295467436,0.4816299677,0.5660611391,0.1919675916,0.414244324,0.4932025671,0.4201143384,0.2441046983
huawei,2017-12,MDD,Sydney,Australia,Current Employee,"Fast growing, fast pace, fast churn rate",4,1,1,1,1,3,1,0.7190809846,0.5823307037,0.3810034096,0.3750056028,0.3232936263,0.08635945618,0.4233231246,0.4097991884,0.6228941083,0.3830472827,0.7014577985,0.5912057161,0.4178560972,0.3873604536,0.4127808213,0.0374513194,0.4784979522,0.3627355993,0.5495409369,0.2104689479,0.9526788592,0.9293171763,0.1521904916,5.87E-07,0.05330759287,0.0001580535609,0.05667213723,0.4943648279,0.04711818323,0.07076712698
huawei,2017-12,,Brussels,Belgium,Operations Director in Brussels,Rowing harder doesn’t help if the boat is headed in the wrong direction,2,1,1,2,1,4,1,0.7807655931,0.1547290683,0.1588037461,9.89E-07,0.5484912992,0.00772934081,0.3359661996,0.357057333,0.3492713571,0.3919194341,0.7516184449,0.7432655692,0.2698645592,0.8273636103,0.642046392,1.01E-05,0.4519936442,0.4761919975,0.03242647648,0.05413466319,0.995247066,0.9805983305,0.05488270521,8.58E-07,0.001265199506,0.004048321862,0.004236142617,0.4518110752,0.0681225732,0.3743946254
huawei,2017-11,Software Engineer,"Shenzhen, Guangdong",China,Former Employee,Good start for career,5,4,1,3,4,4,4,0.4679334462,0.5060876608,0.5113415718,0.5416250825,0.5820860267,0.20532538,0.4569158554,0.4010156095,0.6424756646,0.3075713217,0.6250225902,0.431933403,0.4406973422,0.7431753874,0.7339414954,0.0002199030569,0.3859772384,0.5515269637,0.1318064481,0.0936864242,0.6808772683,0.1859526634,0.2714386582,0.6584146619,0.5013254285,0.0002442905679,0.4163612425,0.4226947725,0.05360626802,0.1431287229
huawei,2017-11,,,,Current Employee,Working as a Service Manager to Huawei Technologies,4,4,2,4,4,4,4,0.6808792353,0.5488567948,0.4019303024,0.2298373133,0.511839509,0.03601967171,0.4443192184,0.45818156,0.4387535453,0.1883248985,0.8351992965,0.1134544536,0.1949684322,0.5038688183,0.6377090216,0.004460619297,0.6448335052,0.3811666667,0.1472232491,0.05291442573,0.7561001778,0.7440350652,0.2904144824,0.04626955092,0.6348094344,0.03982536122,0.269518733,0.3795931041,0.275195837,0.03929771483
huawei,2017-11,,,,Former Employee,Review,4,3,,,,,,0.5046141744,0.5162510276,0.506169796,0.4950497448,0.4867267013,0.4781653583,0.4949465692,0.4802038372,0.5200018287,0.5105314851,0.5175972581,0.3345789909,0.5886545777,0.6499263048,0.5973671675,0.02205868438,0.5316758156,0.3985543549,0.5670639277,0.06622253358,0.6387547255,0.3651139438,0.2345863432,0.6353242397,0.3424008787,0.001483588945,0.5237641931,0.5581029654,0.04903965816,0.3433224261
huawei,2017-11,,"Beijing, Beijing",China,Former Employee,Good place to start.,4,3,2,1,4,2,5,0.4989579022,0.370329529,0.3505833447,0.5516620278,0.6066083908,0.0183134675,0.4301799834,0.4626550674,0.3232744634,0.1789107621,0.5622142553,0.322312206,0.6370446682,0.6570961475,0.7413913012,0.0001054893073,0.3689808846,0.4992772639,0.09928859025,0.03827971593,0.6800436974,0.4702900648,0.270057708,0.4638357162,0.5414063334,0.001618094393,0.4825790524,0.5880099535,0.161433652,0.1483550668
huawei,2017-11,Engineer,"Markham, ON",Canada,Former Employee,Engineer,4,2,1,1,2,3,1,0.516710043,0.5413933992,0.4895143807,0.4847438037,0.4946960211,0.511800766,0.4832666218,0.4830403328,0.5829886794,0.4571699202,0.7147179842,0.6272678375,0.2993398905,0.3113623857,0.247165516,0.0005633804831,0.3846043348,0.4611232877,0.9058548212,0.1725670844,0.8658537269,0.7912105322,0.1627086997,0.03160522133,0.3391393125,1.55E-05,0.1509155184,0.5711763501,0.01082494203,0.3766137064
huawei,2017-12,Senior Sales Account Manager,"Islamabad, Islamabad",Pakistan,Current Employee,Account Sales Manager,4,1,1,1,1,1,1,0.5645497441,0.6108341813,0.4449208379,0.5105559826,0.4115248322,0.2212899029,0.4783420563,0.4739589095,0.6097204089,0.3968738317,0.4571456909,0.5460131168,0.6247723103,0.5376685262,0.6686447263,0.03831588477,0.3507758975,0.4890829027,0.1657232046,0.2525935769,0.6197383404,0.2916899621,0.3108371794,0.6244005561,0.2494030297,0.002783430507,0.5193470716,0.554723978,0.275680244,0.3565413058
huawei,2017-11,,,,Current Employee,Engineer,4,5,3,5,3,5,3,0.516710043,0.5413933992,0.4895143807,0.4847438037,0.4946960211,0.511800766,0.4832666218,0.4830403328,0.5829886794,0.4571699202,0.5789550543,0.4984134138,0.4803128242,0.6153536439,0.5874384642,0.003591697896,0.4109593034,0.4162504971,0.1031471044,0.05755748227,0.4052427709,0.4038284123,0.4908628762,0.4342550039,0.3690150678,0.05057507753,0.5918019414,0.4924495518,0.5928856134,0.5666989088
huawei,2017-11,,,,Current Employee,Huawei is great but...,2,4,1,4,3,4,3,0.5642111301,0.4283886552,0.5041483045,0.6664068699,0.4450171888,0.04031733796,0.4841629863,0.5113799572,0.3643269241,0.2727968395,0.983099699,0.01726539247,0.1776834577,8.48E-07,0.07265669852,0.0004611117765,0.004300543573,0.5032810569,0.03240844235,0.07091104984,0.8939260244,0.5753880143,0.2092944384,0.8138226271,0.248468861,1.50E-05,0.4744608998,0.4934076071,0.04105833173,0.07815987617
huawei,2017-12,Senior Sales Manager,New Delhi,India,Current Employee,sales and account,5,1,1,1,1,3,1,0.6009841561,0.5552332401,0.4721676409,0.5255232453,0.4138702154,0.226319328,0.4614118636,0.4688070416,0.3562476635,0.4003627896,0.2734491527,0.2966668606,0.6350857615,0.7901402116,0.63570714,0.02013702318,0.4647176564,0.4289663136,0.4025929868,0.2851736546,0.9956800938,0.01174573507,0.05604914948,8.08E-07,0.0007270502392,5.02E-05,0.00372756552,0.1764507294,0.03262361884,0.2240941077
huawei,2017-12,Product and Solution Manager,"Markham, ON",Canada,Current Employee,Product and Solution Manager,5,1,1,1,1,3,1,0.6407684088,0.5394717455,0.473703891,0.4943067431,0.3854033351,0.07929092646,0.4299724698,0.4825135469,0.6013779044,0.2805743217,0.7818451524,0.6444471478,0.4593527615,0.460267812,0.3969987929,0.06037794799,0.4382185936,0.3834726214,0.4568674862,0.2209697813,0.9919845462,0.06195457652,0.1185364723,5.74E-07,0.005137239583,0.0001191829215,0.3115871847,0.4933539033,0.03031764738,0.1012383625
huawei,2017-11,,"Shenzhen, Guangdong",China,"Localization Engineer in Shenzhen, Guangdong",Great company but intense working pressure,5,4,2,4,4,4,4,0.5789298415,0.550462842,0.5443953276,0.5793346167,0.4225844145,0.08619507402,0.5375469327,0.4722409248,0.3854129314,0.1527439058,0.9870304465,0.03860479221,0.1959030032,0.6408231258,0.1106836647,0.0001231500792,0.0524334237,0.3211581111,0.0647155568,0.002053720178,0.9614395499,0.03366008401,0.07548443228,0.8674781322,0.2199506462,0.005650729872,0.9267917275,0.498614341,0.03761047125,0.009225146845
huawei,2017-11,Senior Software Developer,Bangalore,India,Current Employee,Work culture is not not good.,3,2,1,1,2,3,1,0.5542426109,0.5022723079,0.3030199111,0.4047505856,0.4125429988,0.001859629294,0.4467046559,0.6437111497,0.2575424314,0.5600375533,0.8483811021,0.01058706921,0.2142705768,0.1167444512,0.954200983,0.0004865011433,0.006185698789,0.1945591718,0.3232297897,0.001126576099,0.9950795174,0.9784705639,0.04171552509,5.76E-07,0.08390262723,0.00180405064,0.003862976562,0.3054149449,0.05875584111,0.00187429518
huawei,2017-12,Technical Engineer,"Beijing, Beijing",China,Former Employee,lets work 100 hrs a week here,3,1,1,1,1,1,1,0.5974567533,0.5045275092,0.4265525341,0.2590906918,0.5688550472,0.08784370869,0.344561249,0.342107594,0.6546584964,0.1145740002,0.5533668995,0.617992878,0.4479491711,0.566349566,0.3967933059,0.1216715649,0.4770048857,0.4805548787,0.40794155,0.3817523122,0.5909020901,0.630518496,0.4139120281,0.2669679224,0.4776799381,0.4415748417,0.4113099873,0.3654000163,0.583534658,0.1975475103
huawei,2017-11,,,,Former Employee,Incident Management Analyst,3,4,4,5,3,3,4,0.5536519289,0.5741156936,0.4479068816,0.4713507295,0.3821098804,0.2566108406,0.51714468,0.4875264466,0.3950359821,0.5250170231,0.6404257417,0.5531448722,0.6599171758,0.7985525131,0.8161131144,0.004831551109,0.4004550874,0.4539043903,0.2501272559,0.02858211659,0.5891114473,0.301469624,0.4695517719,0.2771958113,0.3764255941,0.009355549701,0.241056934,0.4562702179,0.2573350072,0.4828233719
