date,filter,text
31 December 2020,centene,centene's yearly stock price <b>increased</b> by 15.69%
31 December 2021,centene,centene's yearly stock price <b>decreased</b> by 1.19%
31 December 2009,disney,disney's yearly stock price <b>decreased</b> by 16.18%
31 December 2010,disney,disney's yearly stock price <b>increased</b> by 40.95%
31 December 2011,disney,disney's yearly stock price <b>increased</b> by 12.48%
31 December 2012,disney,disney's yearly stock price <b>increased</b> by 24.32%
31 December 2013,disney,disney's yearly stock price <b>increased</b> by 37.46%
31 December 2014,disney,disney's yearly stock price <b>increased</b> by 36.00%
31 December 2015,disney,disney's yearly stock price <b>increased</b> by 29.61%
31 December 2016,disney,disney's yearly stock price <b>decreased</b> by 8.45%
31 December 2017,disney,disney's yearly stock price <b>increased</b> by 10.77%
31 December 2018,disney,disney's yearly stock price <b>increased</b> by 3.54%
31 December 2019,disney,disney's yearly stock price <b>increased</b> by 22.46%
31 December 2020,disney,disney's yearly stock price <b>decreased</b> by 2.51%
31 December 2021,disney,disney's yearly stock price <b>increased</b> by 40.57%
31 December 2009,lowes,lowes's yearly stock price <b>decreased</b> by 8.56%
31 December 2010,lowes,lowes's yearly stock price <b>increased</b> by 15.71%
31 December 2011,lowes,lowes's yearly stock price <b>increased</b> by 4.07%
31 December 2012,lowes,lowes's yearly stock price <b>increased</b> by 28.54%
31 December 2013,lowes,lowes's yearly stock price <b>increased</b> by 48.69%
31 December 2014,lowes,lowes's yearly stock price <b>increased</b> by 21.12%
31 December 2015,lowes,lowes's yearly stock price <b>increased</b> by 41.32%
31 December 2016,lowes,lowes's yearly stock price <b>increased</b> by 5.37%
31 December 2017,lowes,lowes's yearly stock price <b>increased</b> by 9.05%
31 December 2018,lowes,lowes's yearly stock price <b>increased</b> by 23.77%
31 December 2019,lowes,lowes's yearly stock price <b>increased</b> by 12.49%
31 December 2020,lowes,lowes's yearly stock price <b>increased</b> by 29.70%
31 December 2021,lowes,lowes's yearly stock price <b>increased</b> by 27.34%
31 December 2009,conocophillips,conocophillips's yearly stock price <b>decreased</b> by 36.85%
31 December 2010,conocophillips,conocophillips's yearly stock price <b>increased</b> by 27.07%
31 December 2011,conocophillips,conocophillips's yearly stock price <b>increased</b> by 33.86%
31 December 2012,conocophillips,conocophillips's yearly stock price <b>increased</b> by 6.85%
31 December 2013,conocophillips,conocophillips's yearly stock price <b>increased</b> by 20.84%
31 December 2014,conocophillips,conocophillips's yearly stock price <b>increased</b> by 19.32%
31 December 2015,conocophillips,conocophillips's yearly stock price <b>decreased</b> by 18.41%
31 December 2016,conocophillips,conocophillips's yearly stock price <b>decreased</b> by 23.95%
31 December 2017,conocophillips,conocophillips's yearly stock price <b>increased</b> by 15.16%
31 December 2018,conocophillips,conocophillips's yearly stock price <b>increased</b> by 40.65%
31 December 2019,conocophillips,conocophillips's yearly stock price <b>decreased</b> by 5.40%
31 December 2020,conocophillips,conocophillips's yearly stock price <b>decreased</b> by 30.26%
31 December 2021,conocophillips,conocophillips's yearly stock price <b>increased</b> by 9.81%
31 December 2009,monsterbeverage,monsterbeverage's yearly stock price <b>increased</b> by 10.36%
31 December 2010,monsterbeverage,monsterbeverage's yearly stock price <b>increased</b> by 26.42%
31 December 2011,monsterbeverage,monsterbeverage's yearly stock price <b>increased</b> by 69.08%
31 December 2012,monsterbeverage,monsterbeverage's yearly stock price <b>increased</b> by 58.99%
31 December 2013,monsterbeverage,monsterbeverage's yearly stock price <b>decreased</b> by 5.64%
31 December 2014,monsterbeverage,monsterbeverage's yearly stock price <b>increased</b> by 43.58%
31 December 2015,monsterbeverage,monsterbeverage's yearly stock price <b>increased</b> by 69.72%
31 December 2016,monsterbeverage,monsterbeverage's yearly stock price <b>increased</b> by 4.84%
31 December 2017,monsterbeverage,monsterbeverage's yearly stock price <b>increased</b> by 8.46%
31 December 2018,monsterbeverage,monsterbeverage's yearly stock price <b>increased</b> by 11.56%
31 December 2019,monsterbeverage,monsterbeverage's yearly stock price <b>increased</b> by 2.60%
31 December 2020,monsterbeverage,monsterbeverage's yearly stock price <b>increased</b> by 23.80%
31 December 2021,monsterbeverage,monsterbeverage's yearly stock price <b>increased</b> by 23.76%
31 December 2009,oracle,oracle's yearly stock price <b>increased</b> by 1.43%
31 December 2010,oracle,oracle's yearly stock price <b>increased</b> by 27.63%
31 December 2011,oracle,oracle's yearly stock price <b>increased</b> by 24.09%
31 December 2012,oracle,oracle's yearly stock price <b>decreased</b> by 4.17%
31 December 2013,oracle,oracle's yearly stock price <b>increased</b> by 14.26%
31 December 2014,oracle,oracle's yearly stock price <b>increased</b> by 20.60%
31 December 2015,oracle,oracle's yearly stock price <b>increased</b> by 2.96%
31 December 2016,oracle,oracle's yearly stock price <b>decreased</b> by 2.33%
31 December 2017,oracle,oracle's yearly stock price <b>increased</b> by 20.48%
31 December 2018,oracle,oracle's yearly stock price <b>increased</b> by 4.88%
31 December 2019,oracle,oracle's yearly stock price <b>increased</b> by 13.99%
31 December 2020,oracle,oracle's yearly stock price <b>increased</b> by 4.45%
31 December 2021,oracle,oracle's yearly stock price <b>increased</b> by 13.83%
31 December 2015,citizensbank,citizensbank's yearly stock price <b>increased</b> by 8.08%
31 December 2016,citizensbank,citizensbank's yearly stock price <b>decreased</b> by 3.12%
31 December 2017,citizensbank,citizensbank's yearly stock price <b>increased</b> by 53.63%
31 December 2018,citizensbank,citizensbank's yearly stock price <b>increased</b> by 13.02%
31 December 2019,citizensbank,citizensbank's yearly stock price <b>decreased</b> by 9.32%
31 December 2020,citizensbank,citizensbank's yearly stock price <b>decreased</b> by 17.17%
31 December 2021,citizensbank,citizensbank's yearly stock price <b>increased</b> by 44.44%
31 December 2009,libertymutual,libertymutual's yearly stock price <b>increased</b> by 1.70%
31 December 2010,libertymutual,libertymutual's yearly stock price <b>increased</b> by 20.95%
31 December 2011,libertymutual,libertymutual's yearly stock price <b>increased</b> by 10.74%
31 December 2012,libertymutual,libertymutual's yearly stock price <b>increased</b> by 30.92%
31 December 2013,libertymutual,libertymutual's yearly stock price <b>increased</b> by 33.07%
31 December 2014,libertymutual,libertymutual's yearly stock price <b>increased</b> by 10.70%
31 December 2015,libertymutual,libertymutual's yearly stock price <b>increased</b> by 15.49%
31 December 2016,libertymutual,libertymutual's yearly stock price <b>decreased</b> by 9.57%
31 December 2017,libertymutual,libertymutual's yearly stock price <b>decreased</b> by 1.66%
31 December 2018,libertymutual,libertymutual's yearly stock price <b>increased</b> by 14.06%
31 December 2019,libertymutual,libertymutual's yearly stock price <b>decreased</b> by 3.04%
31 December 2020,libertymutual,libertymutual's yearly stock price <b>decreased</b> by 28.62%
31 December 2021,libertymutual,libertymutual's yearly stock price <b>decreased</b> by 10.22%
31 December 2009,mohawkindustries,mohawkindustries's yearly stock price <b>decreased</b> by 36.36%
31 December 2010,mohawkindustries,mohawkindustries's yearly stock price <b>increased</b> by 29.55%
31 December 2011,mohawkindustries,mohawkindustries's yearly stock price <b>increased</b> by 6.15%
31 December 2012,mohawkindustries,mohawkindustries's yearly stock price <b>increased</b> by 29.66%
31 December 2013,mohawkindustries,mohawkindustries's yearly stock price <b>increased</b> by 65.67%
31 December 2014,mohawkindustries,mohawkindustries's yearly stock price <b>increased</b> by 17.42%
31 December 2015,mohawkindustries,mohawkindustries's yearly stock price <b>increased</b> by 33.82%
31 December 2016,mohawkindustries,mohawkindustries's yearly stock price <b>increased</b> by 3.02%
31 December 2017,mohawkindustries,mohawkindustries's yearly stock price <b>increased</b> by 26.19%
31 December 2018,mohawkindustries,mohawkindustries's yearly stock price <b>decreased</b> by 17.34%
31 December 2019,mohawkindustries,mohawkindustries's yearly stock price <b>decreased</b> by 33.74%
31 December 2020,mohawkindustries,mohawkindustries's yearly stock price <b>decreased</b> by 21.85%
31 December 2021,mohawkindustries,mohawkindustries's yearly stock price <b>increased</b> by 45.05%
31 December 2009,elililly,elililly's yearly stock price <b>decreased</b> by 14.37%
31 December 2010,elililly,elililly's yearly stock price <b>increased</b> by 11.73%
31 December 2011,elililly,elililly's yearly stock price <b>increased</b> by 6.17%
31 December 2012,elililly,elililly's yearly stock price <b>increased</b> by 37.78%
31 December 2013,elililly,elililly's yearly stock price <b>increased</b> by 24.32%
31 December 2014,elililly,elililly's yearly stock price <b>increased</b> by 22.94%
31 December 2015,elililly,elililly's yearly stock price <b>increased</b> by 58.44%
31 December 2016,elililly,elililly's yearly stock price <b>decreased</b> by 0.41%
31 December 2017,elililly,elililly's yearly stock price <b>increased</b> by 8.62%
31 December 2018,elililly,elililly's yearly stock price <b>increased</b> by 13.25%
31 December 2019,elililly,elililly's yearly stock price <b>increased</b> by 33.88%
31 December 2020,elililly,elililly's yearly stock price <b>increased</b> by 28.06%
31 December 2021,elililly,elililly's yearly stock price <b>increased</b> by 25.27%
31 December 2009,ibm,ibm's yearly stock price <b>increased</b> by 1.08%
31 December 2010,ibm,ibm's yearly stock price <b>increased</b> by 22.92%
31 December 2011,ibm,ibm's yearly stock price <b>increased</b> by 31.94%
31 December 2012,ibm,ibm's yearly stock price <b>increased</b> by 16.90%
31 December 2013,ibm,ibm's yearly stock price <b>increased</b> by 0.51%
31 December 2014,ibm,ibm's yearly stock price <b>decreased</b> by 4.04%
31 December 2015,ibm,ibm's yearly stock price <b>decreased</b> by 11.96%
31 December 2016,ibm,ibm's yearly stock price <b>increased</b> by 1.54%
31 December 2017,ibm,ibm's yearly stock price <b>increased</b> by 8.78%
31 December 2018,ibm,ibm's yearly stock price <b>decreased</b> by 4.98%
31 December 2019,ibm,ibm's yearly stock price <b>decreased</b> by 0.09%
31 December 2020,ibm,ibm's yearly stock price <b>decreased</b> by 5.01%
31 December 2009,fedex,fedex's yearly stock price <b>decreased</b> by 21.71%
31 December 2010,fedex,fedex's yearly stock price <b>increased</b> by 35.56%
31 December 2011,fedex,fedex's yearly stock price <b>increased</b> by 1.89%
31 December 2012,fedex,fedex's yearly stock price <b>increased</b> by 4.68%
31 December 2013,fedex,fedex's yearly stock price <b>increased</b> by 23.48%
31 December 2014,fedex,fedex's yearly stock price <b>increased</b> by 36.26%
31 December 2015,fedex,fedex's yearly stock price <b>increased</b> by 11.26%
31 December 2016,fedex,fedex's yearly stock price <b>decreased</b> by 1.07%
31 December 2017,fedex,fedex's yearly stock price <b>increased</b> by 29.01%
31 December 2018,fedex,fedex's yearly stock price <b>increased</b> by 15.89%
31 December 2019,fedex,fedex's yearly stock price <b>decreased</b> by 29.21%
31 December 2020,fedex,fedex's yearly stock price <b>increased</b> by 13.98%
31 December 2021,fedex,fedex's yearly stock price <b>increased</b> by 35.35%
31 December 2009,equifax,equifax's yearly stock price <b>decreased</b> by 17.65%
31 December 2010,equifax,equifax's yearly stock price <b>increased</b> by 20.97%
31 December 2011,equifax,equifax's yearly stock price <b>increased</b> by 10.53%
31 December 2012,equifax,equifax's yearly stock price <b>increased</b> by 33.81%
31 December 2013,equifax,equifax's yearly stock price <b>increased</b> by 33.69%
31 December 2014,equifax,equifax's yearly stock price <b>increased</b> by 22.33%
31 December 2015,equifax,equifax's yearly stock price <b>increased</b> by 35.82%
31 December 2016,equifax,equifax's yearly stock price <b>increased</b> by 23.62%
31 December 2017,equifax,equifax's yearly stock price <b>increased</b> by 6.81%
31 December 2018,equifax,equifax's yearly stock price <b>decreased</b> by 5.47%
31 December 2019,equifax,equifax's yearly stock price <b>increased</b> by 9.38%
31 December 2020,equifax,equifax's yearly stock price <b>increased</b> by 23.45%
31 December 2021,equifax,equifax's yearly stock price <b>increased</b> by 15.73%
31 December 2009,eversourceenergy,eversourceenergy's yearly stock price <b>decreased</b> by 6.60%
31 December 2010,eversourceenergy,eversourceenergy's yearly stock price <b>increased</b> by 28.47%
31 December 2011,eversourceenergy,eversourceenergy's yearly stock price <b>increased</b> by 24.76%
31 December 2012,eversourceenergy,eversourceenergy's yearly stock price <b>increased</b> by 13.85%
31 December 2013,eversourceenergy,eversourceenergy's yearly stock price <b>increased</b> by 16.48%
31 December 2014,eversourceenergy,eversourceenergy's yearly stock price <b>increased</b> by 13.39%
31 December 2015,eversourceenergy,eversourceenergy's yearly stock price <b>increased</b> by 12.07%
31 December 2016,eversourceenergy,eversourceenergy's yearly stock price <b>increased</b> by 14.26%
31 December 2017,eversourceenergy,eversourceenergy's yearly stock price <b>increased</b> by 13.35%
31 December 2018,eversourceenergy,eversourceenergy's yearly stock price <b>increased</b> by 3.48%
31 December 2019,eversourceenergy,eversourceenergy's yearly stock price <b>increased</b> by 29.46%
31 December 2020,eversourceenergy,eversourceenergy's yearly stock price <b>increased</b> by 16.15%
31 December 2021,eversourceenergy,eversourceenergy's yearly stock price <b>increased</b> by 2.84%
31 December 2009,lkq,lkq's yearly stock price <b>decreased</b> by 8.63%
31 December 2010,lkq,lkq's yearly stock price <b>increased</b> by 25.35%
31 December 2011,lkq,lkq's yearly stock price <b>increased</b> by 26.54%
31 December 2012,lkq,lkq's yearly stock price <b>increased</b> by 40.33%
31 December 2013,lkq,lkq's yearly stock price <b>increased</b> by 49.65%
31 December 2014,lkq,lkq's yearly stock price <b>increased</b> by 2.35%
31 December 2015,lkq,lkq's yearly stock price <b>increased</b> by 2.63%
31 December 2016,lkq,lkq's yearly stock price <b>increased</b> by 12.82%
31 December 2017,lkq,lkq's yearly stock price <b>increased</b> by 5.14%
31 December 2018,lkq,lkq's yearly stock price <b>decreased</b> by 0.20%
31 December 2019,lkq,lkq's yearly stock price <b>decreased</b> by 13.27%
31 December 2020,lkq,lkq's yearly stock price <b>increased</b> by 1.43%
31 December 2021,lkq,lkq's yearly stock price <b>increased</b> by 26.39%
31 December 2009,itw,itw's yearly stock price <b>decreased</b> by 11.42%
31 December 2010,itw,itw's yearly stock price <b>increased</b> by 23.83%
31 December 2011,itw,itw's yearly stock price <b>increased</b> by 12.48%
31 December 2012,itw,itw's yearly stock price <b>increased</b> by 14.36%
31 December 2013,itw,itw's yearly stock price <b>increased</b> by 27.21%
31 December 2014,itw,itw's yearly stock price <b>increased</b> by 24.88%
31 December 2015,itw,itw's yearly stock price <b>increased</b> by 9.47%
31 December 2016,itw,itw's yearly stock price <b>increased</b> by 20.45%
31 December 2017,itw,itw's yearly stock price <b>increased</b> by 33.99%
31 December 2018,itw,itw's yearly stock price <b>increased</b> by 4.72%
31 December 2019,itw,itw's yearly stock price <b>increased</b> by 7.35%
31 December 2020,itw,itw's yearly stock price <b>increased</b> by 22.32%
31 December 2021,itw,itw's yearly stock price <b>increased</b> by 12.72%
31 December 2009,nordstrom,nordstrom's yearly stock price <b>decreased</b> by 11.46%
31 December 2010,nordstrom,nordstrom's yearly stock price <b>increased</b> by 59.88%
31 December 2011,nordstrom,nordstrom's yearly stock price <b>increased</b> by 24.06%
31 December 2012,nordstrom,nordstrom's yearly stock price <b>increased</b> by 18.27%
31 December 2013,nordstrom,nordstrom's yearly stock price <b>increased</b> by 10.95%
31 December 2014,nordstrom,nordstrom's yearly stock price <b>increased</b> by 17.76%
31 December 2015,nordstrom,nordstrom's yearly stock price <b>increased</b> by 12.17%
31 December 2016,nordstrom,nordstrom's yearly stock price <b>decreased</b> by 26.43%
31 December 2017,nordstrom,nordstrom's yearly stock price <b>decreased</b> by 5.95%
31 December 2018,nordstrom,nordstrom's yearly stock price <b>increased</b> by 22.43%
31 December 2019,nordstrom,nordstrom's yearly stock price <b>decreased</b> by 27.13%
31 December 2020,nordstrom,nordstrom's yearly stock price <b>decreased</b> by 40.53%
31 December 2021,nordstrom,nordstrom's yearly stock price <b>increased</b> by 64.96%
31 December 2009,grainger,grainger's yearly stock price <b>decreased</b> by 24.23%
31 December 2010,grainger,grainger's yearly stock price <b>increased</b> by 10.42%
31 December 2011,grainger,grainger's yearly stock price <b>decreased</b> by 9.00%
31 December 2012,grainger,grainger's yearly stock price <b>decreased</b> by 1.22%
31 December 2013,grainger,grainger's yearly stock price <b>increased</b> by 59.31%
31 December 2014,grainger,grainger's yearly stock price <b>increased</b> by 32.43%
31 December 2015,grainger,grainger's yearly stock price <b>increased</b> by 6.53%
31 December 2016,grainger,grainger's yearly stock price <b>increased</b> by 1.21%
31 December 2017,grainger,grainger's yearly stock price <b>increased</b> by 18.74%
31 December 2018,grainger,grainger's yearly stock price <b>increased</b> by 13.10%
31 December 2019,grainger,grainger's yearly stock price <b>decreased</b> by 3.02%
31 December 2020,grainger,grainger's yearly stock price <b>increased</b> by 19.45%
31 December 2021,grainger,grainger's yearly stock price <b>decreased</b> by 3.25%
31 December 2009,americanexpress,americanexpress's yearly stock price <b>decreased</b> by 26.38%
31 December 2010,americanexpress,americanexpress's yearly stock price <b>increased</b> by 57.46%
31 December 2011,americanexpress,americanexpress's yearly stock price <b>increased</b> by 15.88%
31 December 2012,americanexpress,americanexpress's yearly stock price <b>increased</b> by 19.74%
31 December 2013,americanexpress,americanexpress's yearly stock price <b>increased</b> by 31.85%
31 December 2014,americanexpress,americanexpress's yearly stock price <b>increased</b> by 24.56%
31 December 2015,americanexpress,americanexpress's yearly stock price <b>decreased</b> by 12.09%
31 December 2016,americanexpress,americanexpress's yearly stock price <b>decreased</b> by 16.71%
31 December 2017,americanexpress,americanexpress's yearly stock price <b>increased</b> by 35.05%
31 December 2018,americanexpress,americanexpress's yearly stock price <b>increased</b> by 21.03%
31 December 2019,americanexpress,americanexpress's yearly stock price <b>increased</b> by 16.91%
31 December 2020,americanexpress,americanexpress's yearly stock price <b>decreased</b> by 10.40%
31 December 2009,eog,eog's yearly stock price <b>decreased</b> by 27.41%
31 December 2010,eog,eog's yearly stock price <b>increased</b> by 33.92%
31 December 2011,eog,eog's yearly stock price <b>increased</b> by 3.06%
31 December 2012,eog,eog's yearly stock price <b>increased</b> by 8.71%
31 December 2013,eog,eog's yearly stock price <b>increased</b> by 35.88%
31 December 2014,eog,eog's yearly stock price <b>increased</b> by 36.60%
31 December 2015,eog,eog's yearly stock price <b>decreased</b> by 13.28%
31 December 2016,eog,eog's yearly stock price <b>decreased</b> by 0.99%
31 December 2017,eog,eog's yearly stock price <b>increased</b> by 15.10%
31 December 2018,eog,eog's yearly stock price <b>increased</b> by 19.09%
31 December 2019,eog,eog's yearly stock price <b>decreased</b> by 23.85%
31 December 2020,eog,eog's yearly stock price <b>decreased</b> by 39.92%
31 December 2021,eog,eog's yearly stock price <b>increased</b> by 16.45%
31 December 2009,baxter,baxter's yearly stock price <b>decreased</b> by 10.46%
31 December 2010,baxter,baxter's yearly stock price <b>decreased</b> by 5.64%
31 December 2011,baxter,baxter's yearly stock price <b>increased</b> by 11.65%
31 December 2012,baxter,baxter's yearly stock price <b>increased</b> by 9.51%
31 December 2013,baxter,baxter's yearly stock price <b>increased</b> by 22.83%
31 December 2014,baxter,baxter's yearly stock price <b>increased</b> by 7.24%
31 December 2015,baxter,baxter's yearly stock price <b>decreased</b> by 2.03%
31 December 2016,baxter,baxter's yearly stock price <b>increased</b> by 19.09%
31 December 2017,baxter,baxter's yearly stock price <b>increased</b> by 33.66%
31 December 2018,baxter,baxter's yearly stock price <b>increased</b> by 21.64%
31 December 2019,baxter,baxter's yearly stock price <b>increased</b> by 15.30%
31 December 2020,baxter,baxter's yearly stock price <b>increased</b> by 6.66%
31 December 2021,baxter,baxter's yearly stock price <b>decreased</b> by 5.45%
31 December 2013,diamondbackenergy,diamondbackenergy's yearly stock price <b>increased</b> by 104.88%
31 December 2014,diamondbackenergy,diamondbackenergy's yearly stock price <b>increased</b> by 93.65%
31 December 2015,diamondbackenergy,diamondbackenergy's yearly stock price <b>increased</b> by 4.48%
31 December 2016,diamondbackenergy,diamondbackenergy's yearly stock price <b>increased</b> by 20.01%
31 December 2017,diamondbackenergy,diamondbackenergy's yearly stock price <b>increased</b> by 14.64%
31 December 2018,diamondbackenergy,diamondbackenergy's yearly stock price <b>increased</b> by 22.26%
31 December 2019,diamondbackenergy,diamondbackenergy's yearly stock price <b>decreased</b> by 20.11%
31 December 2020,diamondbackenergy,diamondbackenergy's yearly stock price <b>decreased</b> by 53.29%
31 December 2021,diamondbackenergy,diamondbackenergy's yearly stock price <b>increased</b> by 41.07%
31 December 2009,huntingtonnationalbank,huntingtonnationalbank's yearly stock price <b>decreased</b> by 57.88%
31 December 2010,huntingtonnationalbank,huntingtonnationalbank's yearly stock price <b>increased</b> by 57.03%
31 December 2011,huntingtonnationalbank,huntingtonnationalbank's yearly stock price <b>increased</b> by 5.95%
31 December 2012,huntingtonnationalbank,huntingtonnationalbank's yearly stock price <b>increased</b> by 8.21%
31 December 2013,huntingtonnationalbank,huntingtonnationalbank's yearly stock price <b>increased</b> by 29.62%
31 December 2014,huntingtonnationalbank,huntingtonnationalbank's yearly stock price <b>increased</b> by 23.44%
31 December 2015,huntingtonnationalbank,huntingtonnationalbank's yearly stock price <b>increased</b> by 16.53%
31 December 2016,huntingtonnationalbank,huntingtonnationalbank's yearly stock price <b>decreased</b> by 6.35%
31 December 2017,huntingtonnationalbank,huntingtonnationalbank's yearly stock price <b>increased</b> by 37.07%
31 December 2018,huntingtonnationalbank,huntingtonnationalbank's yearly stock price <b>increased</b> by 15.12%
31 December 2019,huntingtonnationalbank,huntingtonnationalbank's yearly stock price <b>decreased</b> by 4.59%
31 December 2020,huntingtonnationalbank,huntingtonnationalbank's yearly stock price <b>decreased</b> by 20.45%
31 December 2021,huntingtonnationalbank,huntingtonnationalbank's yearly stock price <b>increased</b> by 39.92%
31 December 2009,ballcorp,ballcorp's yearly stock price <b>increased</b> by 4.23%
31 December 2010,ballcorp,ballcorp's yearly stock price <b>increased</b> by 26.61%
31 December 2011,ballcorp,ballcorp's yearly stock price <b>increased</b> by 26.92%
31 December 2012,ballcorp,ballcorp's yearly stock price <b>increased</b> by 16.84%
31 December 2013,ballcorp,ballcorp's yearly stock price <b>increased</b> by 11.86%
31 December 2014,ballcorp,ballcorp's yearly stock price <b>increased</b> by 32.54%
31 December 2015,ballcorp,ballcorp's yearly stock price <b>increased</b> by 15.75%
31 December 2016,ballcorp,ballcorp's yearly stock price <b>increased</b> by 6.94%
31 December 2017,ballcorp,ballcorp's yearly stock price <b>increased</b> by 8.43%
31 December 2018,ballcorp,ballcorp's yearly stock price <b>increased</b> by 5.06%
31 December 2019,ballcorp,ballcorp's yearly stock price <b>increased</b> by 58.08%
31 December 2020,ballcorp,ballcorp's yearly stock price <b>increased</b> by 20.00%
31 December 2021,ballcorp,ballcorp's yearly stock price <b>increased</b> by 17.43%
31 December 2009,alexion-pharm,alexion-pharm's yearly stock price <b>increased</b> by 11.29%
31 December 2010,alexion-pharm,alexion-pharm's yearly stock price <b>increased</b> by 44.36%
31 December 2011,alexion-pharm,alexion-pharm's yearly stock price <b>increased</b> by 84.93%
31 December 2012,alexion-pharm,alexion-pharm's yearly stock price <b>increased</b> by 75.02%
31 December 2013,alexion-pharm,alexion-pharm's yearly stock price <b>increased</b> by 11.33%
31 December 2014,alexion-pharm,alexion-pharm's yearly stock price <b>increased</b> by 58.81%
31 December 2015,alexion-pharm,alexion-pharm's yearly stock price <b>increased</b> by 6.55%
31 December 2016,alexion-pharm,alexion-pharm's yearly stock price <b>decreased</b> by 24.09%
31 December 2017,alexion-pharm,alexion-pharm's yearly stock price <b>decreased</b> by 6.77%
31 December 2018,alexion-pharm,alexion-pharm's yearly stock price <b>decreased</b> by 4.55%
31 December 2019,alexion-pharm,alexion-pharm's yearly stock price <b>decreased</b> by 1.58%
31 December 2020,alexion-pharm,alexion-pharm's yearly stock price <b>decreased</b> by 6.63%
31 December 2021,alexion-pharm,alexion-pharm's yearly stock price <b>increased</b> by 42.07%
31 December 2009,blackrock,blackrock's yearly stock price <b>decreased</b> by 5.17%
31 December 2010,blackrock,blackrock's yearly stock price <b>increased</b> by 6.63%
31 December 2011,blackrock,blackrock's yearly stock price <b>increased</b> by 1.71%
31 December 2012,blackrock,blackrock's yearly stock price <b>increased</b> by 6.90%
31 December 2013,blackrock,blackrock's yearly stock price <b>increased</b> by 49.91%
31 December 2014,blackrock,blackrock's yearly stock price <b>increased</b> by 21.22%
31 December 2015,blackrock,blackrock's yearly stock price <b>increased</b> by 11.33%
31 December 2016,blackrock,blackrock's yearly stock price <b>increased</b> by 3.54%
31 December 2017,blackrock,blackrock's yearly stock price <b>increased</b> by 24.10%
31 December 2018,blackrock,blackrock's yearly stock price <b>increased</b> by 18.80%
31 December 2019,blackrock,blackrock's yearly stock price <b>decreased</b> by 6.33%
31 December 2020,blackrock,blackrock's yearly stock price <b>increased</b> by 28.29%
31 December 2021,blackrock,blackrock's yearly stock price <b>increased</b> by 32.54%
31 December 2009,honeywell,honeywell's yearly stock price <b>decreased</b> by 26.64%
31 December 2010,honeywell,honeywell's yearly stock price <b>increased</b> by 33.22%
31 December 2011,honeywell,honeywell's yearly stock price <b>increased</b> by 25.28%
31 December 2012,honeywell,honeywell's yearly stock price <b>increased</b> by 12.31%
31 December 2013,honeywell,honeywell's yearly stock price <b>increased</b> by 37.62%
31 December 2014,honeywell,honeywell's yearly stock price <b>increased</b> by 20.79%
31 December 2015,honeywell,honeywell's yearly stock price <b>increased</b> by 11.10%
31 December 2016,honeywell,honeywell's yearly stock price <b>increased</b> by 12.07%
31 December 2017,honeywell,honeywell's yearly stock price <b>increased</b> by 23.42%
31 December 2018,honeywell,honeywell's yearly stock price <b>increased</b> by 15.12%
31 December 2019,honeywell,honeywell's yearly stock price <b>increased</b> by 15.60%
31 December 2020,honeywell,honeywell's yearly stock price <b>increased</b> by 1.49%
31 December 2021,honeywell,honeywell's yearly stock price <b>increased</b> by 25.99%
31 December 2009,hormel,hormel's yearly stock price <b>decreased</b> by 2.17%
31 December 2010,hormel,hormel's yearly stock price <b>increased</b> by 27.69%
31 December 2011,hormel,hormel's yearly stock price <b>increased</b> by 33.00%
31 December 2012,hormel,hormel's yearly stock price <b>increased</b> by 6.11%
31 December 2013,hormel,hormel's yearly stock price <b>increased</b> by 42.09%
31 December 2014,hormel,hormel's yearly stock price <b>increased</b> by 22.13%
31 December 2015,hormel,hormel's yearly stock price <b>increased</b> by 26.01%
31 December 2016,hormel,hormel's yearly stock price <b>increased</b> by 27.25%
31 December 2017,hormel,hormel's yearly stock price <b>decreased</b> by 8.70%
31 December 2018,hormel,hormel's yearly stock price <b>increased</b> by 13.32%
31 December 2019,hormel,hormel's yearly stock price <b>increased</b> by 13.49%
31 December 2020,hormel,hormel's yearly stock price <b>increased</b> by 16.58%
31 December 2021,hormel,hormel's yearly stock price <b>decreased</b> by 1.27%
31 December 2012,nielsen,nielsen's yearly stock price <b>increased</b> by 0.61%
31 December 2013,nielsen,nielsen's yearly stock price <b>increased</b> by 25.58%
31 December 2014,nielsen,nielsen's yearly stock price <b>increased</b> by 29.11%
31 December 2015,nielsen,nielsen's yearly stock price <b>increased</b> by 3.14%
31 December 2016,nielsen,nielsen's yearly stock price <b>increased</b> by 12.42%
31 December 2017,nielsen,nielsen's yearly stock price <b>decreased</b> by 17.66%
31 December 2018,nielsen,nielsen's yearly stock price <b>decreased</b> by 23.14%
31 December 2019,nielsen,nielsen's yearly stock price <b>decreased</b> by 17.83%
31 December 2020,nielsen,nielsen's yearly stock price <b>decreased</b> by 28.61%
31 December 2021,nielsen,nielsen's yearly stock price <b>increased</b> by 40.34%
31 December 2009,comerica,comerica's yearly stock price <b>decreased</b> by 23.21%
31 December 2010,comerica,comerica's yearly stock price <b>increased</b> by 63.96%
31 December 2011,comerica,comerica's yearly stock price <b>decreased</b> by 14.86%
31 December 2012,comerica,comerica's yearly stock price <b>decreased</b> by 3.10%
31 December 2013,comerica,comerica's yearly stock price <b>increased</b> by 32.35%
31 December 2014,comerica,comerica's yearly stock price <b>increased</b> by 25.11%
31 December 2015,comerica,comerica's yearly stock price <b>decreased</b> by 4.34%
31 December 2016,comerica,comerica's yearly stock price <b>increased</b> by 2.29%
